year,month,temp_c,precip_mm,oni,phase,warming_trend_c,t_enso_signal,p_enso_signal
2015,7,21.72,13.7,1.57,el_nino,1.2,-0.157,-18.84
2015,8,20.85,28.1,1.91,el_nino,1.2,-0.191,-22.92
2015,9,18.2,10.4,2.21,el_nino,1.2,0.221,0.0
2015,10,12.74,98.0,2.47,el_nino,1.2,0.247,0.0
2015,11,3.35,18.2,2.64,el_nino,1.2,0.264,0.0
2015,12,3.56,51.4,2.75,el_nino,1.2,1.1,8.25
2016,1,-3.8,45.2,2.63,el_nino,1.23,1.052,7.89
2016,2,0.83,48.6,2.28,el_nino,1.23,0.912,6.84
2016,3,6.6,58.0,1.71,el_nino,1.23,0.342,13.68
2016,4,13.08,71.2,1.05,el_nino,1.23,0.21,8.4
2016,5,19.0,4.1,0.49,neutral,1.23,0.098,3.92
2016,6,21.12,95.0,0.0,neutral,1.23,-0.0,-0.0
2016,7,26.16,54.6,-0.31,neutral,1.23,0.031,3.72
2016,8,24.56,0.0,-0.5,la_nina,1.23,0.05,6.0
2016,9,19.33,14.3,-0.58,la_nina,1.23,-0.058,0.0
2016,10,13.63,43.9,-0.64,la_nina,1.23,-0.064,0.0
2016,11,7.56,48.5,-0.6,la_nina,1.23,-0.06,0.0
2016,12,-0.47,101.7,-0.45,neutral,1.23,-0.18,-1.35
2017,1,-2.08,0.0,-0.19,neutral,1.26,-0.076,-0.57
2017,2,0.77,24.9,-0.02,neutral,1.26,-0.008,-0.06
2017,3,4.57,11.6,0.18,neutral,1.26,0.036,1.44
2017,4,12.87,30.8,0.31,neutral,1.26,0.062,2.48
2017,5,18.84,31.9,0.4,neutral,1.26,0.08,3.2
2017,6,22.85,43.2,0.39,neutral,1.26,-0.039,-4.68
2017,7,24.06,76.1,0.19,neutral,1.26,-0.019,-2.28
2017,8,22.55,44.4,-0.07,neutral,1.26,0.007,0.84
2017,9,14.83,35.1,-0.34,neutral,1.26,-0.034,0.0
2017,10,11.74,53.5,-0.6,la_nina,1.26,-0.06,0.0
2017,11,5.88,32.9,-0.77,la_nina,1.26,-0.077,0.0
2017,12,-3.33,19.8,-0.86,la_nina,1.26,-0.344,-2.58
2018,1,0.76,42.6,-0.77,la_nina,1.29,-0.308,-2.31
2018,2,1.01,53.2,-0.71,la_nina,1.29,-0.284,-2.13
2018,3,6.9,65.3,-0.57,la_nina,1.29,-0.114,-4.56
2018,4,14.37,55.7,-0.39,neutral,1.29,-0.078,-3.12
2018,5,16.78,36.3,-0.13,neutral,1.29,-0.026,-1.04
2018,6,20.71,63.7,0.06,neutral,1.29,-0.006,-0.72
2018,7,19.76,38.4,0.14,neutral,1.29,-0.014,-1.68
2018,8,19.82,26.8,0.27,neutral,1.29,-0.027,-3.24
2018,9,16.52,56.0,0.53,el_nino,1.29,0.053,0.0
2018,10,10.93,75.1,0.81,el_nino,1.29,0.081,0.0
2018,11,6.33,92.2,0.97,el_nino,1.29,0.097,0.0
2018,12,-2.26,64.3,0.92,el_nino,1.29,0.368,2.76
2019,1,-5.63,29.6,0.89,el_nino,1.32,0.356,2.67
2019,2,-0.19,46.6,0.86,el_nino,1.32,0.344,2.58
2019,3,8.9,12.9,0.84,el_nino,1.32,0.168,6.72
2019,4,8.53,37.9,0.77,el_nino,1.32,0.154,6.16
2019,5,16.94,49.4,0.64,el_nino,1.32,0.128,5.12
2019,6,19.32,145.2,0.52,el_nino,1.32,-0.052,-6.24
2019,7,22.8,48.7,0.33,neutral,1.32,-0.033,-3.96
2019,8,24.93,71.8,0.19,neutral,1.32,-0.019,-2.28
2019,9,19.21,55.4,0.23,neutral,1.32,0.023,0.0
2019,10,10.63,0.0,0.39,neutral,1.32,0.039,0.0
2019,11,9.59,74.1,0.58,el_nino,1.32,0.058,0.0
2019,12,1.69,85.6,0.66,el_nino,1.32,0.264,1.98
2020,1,1.51,47.3,0.64,el_nino,1.35,0.256,1.92
2020,2,4.25,69.7,0.63,el_nino,1.35,0.252,1.89
2020,3,6.04,50.6,0.53,el_nino,1.35,0.106,4.24
2020,4,14.57,37.9,0.3,neutral,1.35,0.06,2.4
2020,5,19.38,110.3,0.01,neutral,1.35,0.002,0.08
2020,6,18.81,51.8,-0.23,neutral,1.35,0.023,2.76
2020,7,24.96,23.0,-0.36,neutral,1.35,0.036,4.32
2020,8,20.09,65.8,-0.53,la_nina,1.35,0.053,6.36
2020,9,17.91,72.6,-0.85,la_nina,1.35,-0.085,0.0
2020,10,13.92,61.4,-1.12,la_nina,1.35,-0.112,0.0
2020,11,1.47,29.1,-1.2,la_nina,1.35,-0.12,0.0
2020,12,-1.3,66.9,-1.08,la_nina,1.35,-0.432,-3.24
2021,1,-3.85,49.9,-0.91,la_nina,1.38,-0.364,-2.73
2021,2,2.2,28.1,-0.79,la_nina,1.38,-0.316,-2.37
2021,3,4.05,46.0,-0.71,la_nina,1.38,-0.142,-5.68
2021,4,15.48,0.0,-0.55,la_nina,1.38,-0.11,-4.4
2021,5,16.16,75.0,-0.39,neutral,1.38,-0.078,-3.12
2021,6,23.66,101.6,-0.3,neutral,1.38,0.03,3.6
2021,7,21.05,70.4,-0.35,neutral,1.38,0.035,4.2
2021,8,22.94,52.2,-0.45,neutral,1.38,0.045,5.4
2021,9,19.41,82.2,-0.63,la_nina,1.38,-0.063,0.0
2021,10,12.8,61.9,-0.76,la_nina,1.38,-0.076,0.0
2021,11,8.72,89.0,-0.91,la_nina,1.38,-0.091,0.0
2021,12,-3.92,61.4,-0.87,la_nina,1.38,-0.348,-2.61
2022,1,0.59,7.5,-0.82,la_nina,1.41,-0.328,-2.46
2022,2,3.29,38.0,-0.79,la_nina,1.41,-0.316,-2.37
2022,3,2.61,43.5,-0.86,la_nina,1.41,-0.172,-6.88
2022,4,13.08,37.6,-0.95,la_nina,1.41,-0.19,-7.6
2022,5,16.67,83.4,-0.9,la_nina,1.41,-0.18,-7.2
2022,6,20.36,86.4,-0.78,la_nina,1.41,0.078,9.36
2022,7,22.59,83.9,-0.76,la_nina,1.41,0.076,9.12
2022,8,21.2,90.5,-0.87,la_nina,1.41,0.087,10.44
2022,9,19.72,46.3,-0.97,la_nina,1.41,-0.097,0.0
2022,10,9.4,57.6,-0.94,la_nina,1.41,-0.094,0.0
2022,11,7.97,48.2,-0.85,la_nina,1.41,-0.085,0.0
2022,12,-3.12,76.4,-0.71,la_nina,1.41,-0.284,-2.13
2023,1,-1.58,36.1,-0.54,la_nina,1.44,-0.216,-1.62
2023,2,2.31,18.2,-0.29,neutral,1.44,-0.116,-0.87
2023,3,10.3,47.8,-0.02,neutral,1.44,-0.004,-0.16
2023,4,11.93,63.1,0.27,neutral,1.44,0.054,2.16
2023,5,15.87,100.6,0.57,el_nino,1.44,0.114,4.56
2023,6,19.8,73.5,0.84,el_nino,1.44,-0.084,-10.08
2023,7,20.02,21.1,1.12,el_nino,1.44,-0.112,-13.44
2023,8,23.32,55.7,1.37,el_nino,1.44,-0.137,-16.44
2023,9,20.65,70.1,1.6,el_nino,1.44,0.16,0.0
2023,10,9.11,43.1,1.83,el_nino,1.44,0.183,0.0
2023,11,3.75,48.7,1.99,el_nino,1.44,0.199,0.0
2023,12,2.84,22.2,2.06,el_nino,1.44,0.824,6.18
2024,1,0.19,43.7,1.92,el_nino,1.47,0.768,5.76
2024,2,2.45,36.7,1.62,el_nino,1.47,0.648,4.86
2024,3,4.64,42.8,1.26,el_nino,1.47,0.252,10.08
2024,4,13.76,47.4,0.82,el_nino,1.47,0.164,6.56
2024,5,18.21,118.7,0.49,neutral,1.47,0.098,3.92
2024,6,22.84,66.7,0.22,neutral,1.47,-0.022,-2.64
2024,7,20.43,32.1,0.08,neutral,1.47,-0.008,-0.96
2024,8,20.45,41.9,-0.07,neutral,1.47,0.007,0.84
2024,9,17.95,31.4,-0.17,neutral,1.47,-0.017,0.0
2024,10,12.79,75.5,-0.21,neutral,1.47,-0.021,0.0
2024,11,6.81,39.2,-0.3,neutral,1.47,-0.03,0.0
2024,12,3.92,29.5,-0.42,neutral,1.47,-0.168,-1.26
